VendorNumber,VendorName,Brand,Description,PurchasePrice,ActualPrice,Volume,TotalPurchaseQuantity,TotalPurchaseDollars,TotalSalesQuantity,TotalSalesDollars,TotalSalesPrice,TotalExciseTax,FreightCost
7239,REMY COINTREAU USA INC,782,Remy Martin 1738 Accord Ryl,35.15,54.99,750.0,9415,330937.250000001,9148.0,444072.5199999858,151788.5700000022,7204.399999999838,16978.669999999995
3960,DIAGEO NORTH AMERICA INC,2889,Buchanans Deluxe 12Yr Scotch,23.07,31.99,750.0,14260,328978.1999999996,13468.0,432258.3199999926,78540.69000000089,10606.020000000086,257032.07000000007
3960,DIAGEO NORTH AMERICA INC,3549,Ketel One Vodka,17.82,26.99,750.0,18322,326498.04,16532.0,407030.67999996396,212090.71999997995,13020.040000001007,257032.07000000007
17035,PERNOD RICARD USA,857,Kahlua,16.17,21.99,1000.0,20165,326068.0499999993,19674.0,462932.259999968,199801.3599999854,20657.699999999015,123780.21999999997
3960,DIAGEO NORTH AMERICA INC,8506,Myers Original Dark Rum,21.42,29.99,1750.0,15187,325305.53999999695,14633.0,449036.6699999682,198940.69999998884,26889.57999999945,257032.07000000007
4425,MARTIGNETTI COMPANIES,14672,Duckhorn Decoy Cab Svgn,11.61,21.99,750.0,27814,322920.540000002,27729.0,508256.95000000583,143395.56000000477,3105.3199999999274,144929.24
4425,MARTIGNETTI COMPANIES,6579,J Lohr Riverstone Chard,5.8,8.99,750.0,54960,318768.0000000009,56157.0,605967.3799999582,121728.33000001952,6301.709999999895,144929.24
3252,E & J GALLO WINERY,2164,New Amsterdam Gin,12.14,16.99,1750.0,26071,316501.9400000042,24495.0,431674.0499999482,208640.76999997516,45007.58999999131,61966.909999999996
2000,SOUTHERN WINE & SPIRITS NE,27854,F Coppola Black Label Claret,10.2,14.99,750.0,30869,314863.8000000015,30768.0,443192.1199999815,129556.42000000803,3445.71999999992,19016.59
8112,MOET HENNESSY USA INC,3682,Belvedere Vodka,16.66,22.99,750.0,18848,314007.68,17869.0,413944.30999996717,199630.15999998577,14073.020000001176,48347.26
9552,M S WALKER INC,7878,Allens Coffee Brandy,9.99,15.99,1750.0,31200,311688.00000000524,31160.0,471064.39999996545,117338.98000001514,57256.319999992804,55551.819999999985
2561,EDRINGTON AMERICAS,1634,The Famous Grouse,20.73,29.99,1750.0,15031,311592.63000000373,14614.0,444949.8599999661,224519.4499999798,26854.41999999919,9654.500000000002
12546,JIM BEAM BRANDS COMPANY,3444,Hornitos Plata Tequila,29.13,39.99,1750.0,10636,309826.6800000047,10362.0,375689.3799999712,242129.63999997874,19042.860000000248,123880.96999999999
17035,PERNOD RICARD USA,2426,The Glenlivet 15Yr FrenchOak,41.59,51.99,750.0,7445,309637.55,7445.0,413475.5499999765,252067.73999998553,5866.499999999839,123780.21999999997
1392,CONSTELLATION BRANDS INC,32915,Kim Crawford Svgn Bl Marlbro,9.99,14.99,750.0,30842,308111.58000000525,30869.0,472099.3099999684,126472.20000001817,3459.249999999918,79528.99
4425,MARTIGNETTI COMPANIES,35412,Yellow Tail Chard Ausl,5.97,9.99,1500.0,51294,306225.18000000564,50797.0,491916.0900000155,117789.59999999318,11409.350000000033,144929.24
3960,DIAGEO NORTH AMERICA INC,3840,Smirnoff Raspberry Vodka,14.39,22.99,1750.0,21076,303283.6400000054,21167.0,438524.329999948,224450.2499999707,38894.09999999464,257032.07000000007
9552,M S WALKER INC,3769,Jenkins Vodka,7.02,9.49,1750.0,42549,298693.9799999946,42105.0,394134.44999996264,134715.9100000299,77358.38999998783,55551.819999999985
8673,STE MICHELLE WINE ESTATES,8815,Ch Ste Michelle Chard Colmbi,6.07,8.99,750.0,48853,296537.71000000084,48587.0,431702.3499999884,97686.76999999874,5449.7199999998975,15919.700000000003
3960,DIAGEO NORTH AMERICA INC,3879,Smirnoff 80 Proof Traveler,7.91,12.99,750.0,37344,295391.0400000049,36604.0,427609.9599999361,187268.2599999823,28815.44000000396,257032.07000000007
12546,JIM BEAM BRANDS COMPANY,1375,Jim Beam,11.5,14.49,750.0,25183,289604.5,26121.0,402621.2899999459,203013.35999997542,20569.55000000336,123880.96999999999
8892,TRINCHERO FAMILY ESTATES,41034,Menage a Trois Red,5.26,8.99,750.0,54738,287921.8799999947,54744.0,509372.47999995865,132593.95000002568,6135.289999999883,11595.970000000003
1128,BROWN-FORMAN CORP,1545,Gentleman Jack,19.42,29.99,750.0,14785,287124.70000000007,14501.0,423808.98999996315,253424.57999997202,11423.390000000623,68601.68000000001
480,BACARDI USA INC,2665,Dewars White Label,15.38,19.99,750.0,18574,285668.11999999546,19088.0,400461.1199999574,215262.60999997726,15034.060000001975,89286.26999999999
1128,BROWN-FORMAN CORP,1770,Jack Daniels Tennessee Fire,26.42,38.99,1750.0,10746,283909.31999999785,10128.0,389506.7199999737,233847.23999998285,18613.130000000292,68601.68000000001
4425,MARTIGNETTI COMPANIES,6595,Bogle Merlot,4.48,6.95,750.0,63188,283082.2400000021,62368.0,502198.45999996323,109537.9600000096,6997.389999999823,144929.24
1392,CONSTELLATION BRANDS INC,35472,R M Woodbridge Pnt Grigio,5.88,8.99,1500.0,47207,277577.15999999834,46764.0,469543.3599999536,127217.47000002832,10500.99999999999,79528.99
8004,SAZERAC CO INC,5105,Dr McGillicuddy's Mentholmnt,14.81,25.99,1750.0,18007,266683.66999999026,17355.0,390990.4499999656,199774.48999998407,31890.82999999849,50293.62000000002
8004,SAZERAC CO INC,5153,Fireball Cinn Whisky Trav,10.44,15.99,750.0,25499,266209.5599999954,25465.0,381031.3499999674,176397.60999998872,20051.860000002063,50293.62000000002
3960,DIAGEO NORTH AMERICA INC,4368,Capt Morgan Private Stock,23.91,32.99,1750.0,11035,263846.8499999981,11114.0,379652.85999997245,234036.57999998183,20425.750000000087,257032.07000000007
3960,DIAGEO NORTH AMERICA INC,3488,Tanqueray,15.62,23.99,750.0,16740,261478.8000000034,16745.0,387588.54999996343,216983.08999997756,13188.290000001265,257032.07000000007
3960,DIAGEO NORTH AMERICA INC,8111,Smirnoff 80 Proof,0.77,0.99,50.0,337660,259998.19999999896,334939.0,331589.6100000002,21424.590000005006,17579.289999999313,257032.07000000007
6213,MHW LTD,5921,RumChata Liqueur,14.81,21.99,750.0,17419,257975.38999999338,17317.0,363394.82999997545,188150.97999998849,13638.270000000684,9621.580000000002
1392,CONSTELLATION BRANDS INC,40096,Black Box Cab Svgn,10.52,16.99,3000.0,24452,257235.03999999663,24253.0,443383.46999994945,199192.94999998523,10913.850000000484,79528.99
17035,PERNOD RICARD USA,2756,Jameson Caskmates,22.89,29.99,750.0,11220,256825.79999999833,10632.0,316023.6799999836,194946.4999999897,8376.849999999675,123780.21999999997
9165,ULTRA BEVERAGE COMPANY LLP,15094,Butter Chard,9.08,14.99,750.0,28274,256727.9199999992,25366.0,368418.65999999427,107099.35000000401,2840.409999999901,68054.70000000003
8112,MOET HENNESSY USA INC,8612,Grand Marnier,45.79,67.99,1750.0,5583,255645.5699999993,5516.0,351316.8399999845,244095.85999998808,10139.190000000379,48347.26
9815,WINE GROUP INC,6349,Glen Ellen Chard RSV,4.63,6.99,1500.0,55151,255349.12999999546,54842.0,383345.57999996643,101103.36000002042,12318.42000000016,27100.409999999996
12546,JIM BEAM BRANDS COMPANY,3351,Pinnacle Whipped Vodka,13.27,16.99,1750.0,19227,255142.28999999777,18722.0,314369.77999997494,174230.34999999296,34401.57999999699,123880.96999999999
3664,WILLIAM GRANT & SONS INC,8021,Glenfiddich Special Rsv 12,31.49,39.99,750.0,8081,254470.69000000128,6976.0,305773.23999998695,207326.8899999906,5497.83999999986,30234.42000000001
9165,ULTRA BEVERAGE COMPANY LLP,3788,Patron Silver Tequila,19.99,27.99,375.0,12664,253153.36000000304,12119.0,332234.80999998044,198765.82999998712,4756.569999999881,68054.70000000003
11567,CAMPARI AMERICA,8107,Wild Turkey 101,26.71,36.99,1750.0,9472,252997.120000001,9109.0,323428.9099999802,210310.82999998794,16742.880000000623,20964.809999999998
8112,MOET HENNESSY USA INC,2692,Glenmorangie 10 Yr Scotch,26.31,41.99,750.0,9588,252260.27999999488,9337.0,334079.62999998085,208416.14999998786,7356.719999999707,48347.26
1128,BROWN-FORMAN CORP,1237,Jack Daniels Single Barrel,33.83,44.99,750.0,7418,250950.94000000108,6658.0,303998.41999998654,179485.89999999668,5246.549999999891,68601.68000000001
480,BACARDI USA INC,3851,Grey Goose Vodka,12.02,15.99,375.0,20841,250508.81999999846,20370.0,303207.29999998084,131327.43000001909,8002.790000000855,89286.26999999999
3664,WILLIAM GRANT & SONS INC,8480,Clan MacGregor,11.19,14.99,1750.0,22379,250421.0100000056,21500.0,329241.99999997945,131701.00000001932,39505.40999999588,30234.42000000001
17035,PERNOD RICARD USA,2645,Chivas Regal,21.89,31.99,750.0,11427,250137.02999999846,10418.0,325119.8199999839,188947.76999999178,8208.389999999687,123780.21999999997
3089,SIDNEY FRANK IMPORTING CO,812,Jagermeister Liqueur,17.03,22.99,1000.0,14663,249710.88999999384,14479.0,313344.20999998477,150325.8400000056,15202.949999999504,8549.550000000001
1392,CONSTELLATION BRANDS INC,40097,Black Box Chard,10.59,16.99,3000.0,23567,249574.53000000175,23511.0,426705.8899999547,183298.4099999921,10579.95000000056,79528.99
9552,M S WALKER INC,40425,Mionetto Prosecco Brut,6.42,13.99,750.0,38456,246887.52,37020.0,451247.8399999816,112547.0900000176,4149.299999999934,55551.819999999985
12546,JIM BEAM BRANDS COMPANY,3696,Gilbeys Vodka,7.6,10.49,1750.0,32485,246886.0000000029,32157.0,341285.92999996524,141623.07000001907,59081.189999986884,123880.96999999999
8112,MOET HENNESSY USA INC,821,Grand Marnier,27.99,38.99,1000.0,8781,245780.19000000227,8616.0,331221.8399999842,188002.229999994,9046.800000000178,48347.26
12546,JIM BEAM BRANDS COMPANY,2788,Laphroaig 10 Yr Single Malt,31.24,44.99,750.0,7861,245577.64000000161,7748.0,346877.5199999825,221250.88999998732,6104.9799999998,123880.96999999999
1128,BROWN-FORMAN CORP,171,Gentleman Jack,36.76,49.99,1750.0,6664,244968.63999999798,6590.0,338434.0999999838,236839.0399999868,12113.660000000502,68601.68000000001
480,BACARDI USA INC,3436,Bombay Dry Gin,18.79,26.99,1750.0,12950,243330.49999999948,12094.0,312799.0599999803,182038.83999999304,22225.6499999998,89286.26999999999
4425,MARTIGNETTI COMPANIES,39335,Phillips Seven Deadly Znfdl,8.75,14.99,750.0,27503,240651.25,25987.0,362244.0899999839,128359.86000000704,2906.5299999999907,144929.24
12546,JIM BEAM BRANDS COMPANY,4678,Courvoisier VS Cognac,16.78,24.99,750.0,14303,240004.3399999948,14254.0,329579.4599999826,163977.28999999983,11227.39000000047,123880.96999999999
4425,MARTIGNETTI COMPANIES,32826,Rombauer Carneros Chard,22.41,34.99,750.0,10641,238464.81000000195,10274.0,348353.41999999835,127288.02000000412,1147.8800000000197,144929.24
3960,DIAGEO NORTH AMERICA INC,2748,Johnnie Walker Blue Label,240.59,319.99,1750.0,991,238424.68999999904,964.0,307040.3599999979,225202.96999999817,1772.1199999999876,257032.07000000007
1128,BROWN-FORMAN CORP,8526,Chambord Royale de France,20.43,27.99,750.0,11634,237682.62000000218,12449.0,355263.5099999713,221828.38999998066,9806.760000000108,68601.68000000001
8112,MOET HENNESSY USA INC,115,Belvedere Vodka,21.37,27.99,1000.0,11119,237613.0300000022,10255.0,287037.44999999274,136171.350000009,10767.750000000044,48347.26
3960,DIAGEO NORTH AMERICA INC,4734,Capt Morgan Cannon Blast,11.9,16.99,750.0,19847,236179.29999999702,18637.0,280600.6299999869,138684.00000001528,14677.030000001458,257032.07000000007
1392,CONSTELLATION BRANDS INC,8498,R M Woodbridge Svgn Bl Cal,5.84,8.99,1500.0,40293,235311.11999999775,39910.0,402153.8999999635,124011.33000002657,8958.210000000056,79528.99
3960,DIAGEO NORTH AMERICA INC,4429,Capt Morgan Silver Spicd Rum,17.31,22.99,1750.0,13569,234879.38999999076,13116.0,301339.8399999811,174606.0399999946,24103.18999999959,257032.07000000007
10000,MAJESTIC FINE WINES,24327,La Crema Pnt Nr Sonoma Cst,13.1,19.99,750.0,17856,233913.60000000178,15704.0,323546.9599999893,125859.50000001353,1753.9999999999552,17587.59
3664,WILLIAM GRANT & SONS INC,4218,Sailor Jerry Spiced Navy Rum,12.31,16.99,750.0,18993,233803.83000000234,16583.0,286511.1699999858,165062.819999999,13062.310000001096,30234.42000000001
3664,WILLIAM GRANT & SONS INC,2398,Tullamore Dew,16.4,20.99,750.0,14238,233503.19999999838,13347.0,300055.5299999827,174270.0199999951,10514.580000000313,30234.42000000001
10754,PERFECTA WINES,2531,WhistlePig 10 Yr Old Rye,46.37,63.99,750.0,5011,232360.0700000003,4102.0,288456.9799999927,204948.86999999438,3233.599999999964,28720.52
1128,BROWN-FORMAN CORP,5299,Southern Comfort,15.26,21.99,1750.0,15196,231890.95999999714,15234.0,349220.65999998414,136423.80000001023,27990.819999999043,68601.68000000001
10754,PERFECTA WINES,43223,Ch Beauchene Cotes du Rhone,5.93,8.99,750.0,38980,231151.40000000238,38054.0,365707.73999997624,100440.71000001446,4262.959999999911,28720.52
1392,CONSTELLATION BRANDS INC,3804,Svedka Vodka,7.63,12.99,750.0,30170,230197.09999999477,29953.0,308911.4699999725,143881.5300000173,23583.08000000372,79528.99
1392,CONSTELLATION BRANDS INC,6565,Clos du Bois Cab Svgn N Cst,5.99,10.99,750.0,38180,228698.2000000038,37769.0,352579.3099999726,95914.87000001279,4231.889999999945,79528.99
1392,CONSTELLATION BRANDS INC,29248,Toasted Head Chard,6.53,9.99,750.0,34803,227263.58999999487,33858.0,360783.41999997874,101906.4700000145,3792.689999999925,79528.99
8892,TRINCHERO FAMILY ESTATES,12771,Joel Gott Cab Svgn 815,8.44,12.99,750.0,26874,226816.55999999747,25372.0,339061.2799999854,109807.91000001396,2839.339999999914,11595.970000000003
3960,DIAGEO NORTH AMERICA INC,1380,Bulleit 95 Rye,34.05,49.99,1750.0,6655,226602.74999999875,6486.0,315297.1399999868,208791.12999999145,11921.340000000482,257032.07000000007
9815,WINE GROUP INC,11826,Cupcake Chard,4.72,6.99,750.0,47943,226290.9600000089,46616.0,350764.83999997587,84403.30000000724,5225.619999999871,27100.409999999996
12546,JIM BEAM BRANDS COMPANY,8066,DeKuyper Triple Sec,7.13,8.99,1750.0,31564,225051.31999999488,31254.0,285991.45999998396,109083.44000001888,57425.2699999889,123880.96999999999
9815,WINE GROUP INC,14706,Cupcake Prosecco,4.6,8.99,750.0,48442,222833.2000000007,47545.0,422212.5499999785,95398.91000001386,5332.4799999999395,27100.409999999996
8664,"STOLI GROUP,(USA) LLC",3680,Stolichnaya Ohranj,18.93,24.99,1750.0,11728,222011.0399999952,11749.0,297848.50999998476,165749.73999999897,21591.099999999984,18544.489999999998
12546,JIM BEAM BRANDS COMPANY,1278,Jim Beam Black,26.71,35.99,1750.0,8275,221025.2500000011,7868.0,277415.31999998784,195511.5499999918,14462.480000000654,123880.96999999999
7239,REMY COINTREAU USA INC,5124,Cointreau Liqueur,51.53,66.99,1750.0,4269,219981.56999999704,4150.0,279734.4999999919,204523.69999999402,7629.180000000273,16978.669999999995
8004,SAZERAC CO INC,1398,Blantons Sgl Barrel Bourbon,40.59,56.99,750.0,5415,219794.84999999998,5339.0,302732.60999999504,164770.8999999999,4205.6399999999985,50293.62000000002
3960,DIAGEO NORTH AMERICA INC,3397,Ciroc Red Berry Vodka,18.24,24.99,750.0,12012,219098.8800000015,12058.0,305545.41999998834,136362.61000001003,9498.550000000112,257032.07000000007
1128,BROWN-FORMAN CORP,3614,Finlandia Vodka,15.99,19.99,1750.0,13694,218967.0600000037,13788.0,287664.119999984,146053.64000000717,25337.749999999472,68601.68000000001
12546,JIM BEAM BRANDS COMPANY,1358,Knob Creek Bourbon,42.85,64.99,1750.0,5105,218749.2500000019,4775.0,296925.24999998923,229111.2399999897,8778.350000000351,123880.96999999999
12546,JIM BEAM BRANDS COMPANY,4269,Calico Jack Spiced Rum,9.22,11.99,1750.0,23661,218154.4200000139,23702.0,292863.97999998083,148820.73000001052,43549.609999991524,123880.96999999999
3960,DIAGEO NORTH AMERICA INC,2723,J & B Rare,21.42,29.99,1750.0,10153,217477.259999999,9306.0,289581.9399999873,166336.2599999979,17103.100000000508,257032.07000000007
3252,E & J GALLO WINERY,40545,Whitehaven Svgn Bl Marlboro,9.93,14.99,750.0,21850,216970.4999999946,21477.0,321940.229999988,103565.91000001038,2403.6099999999096,61966.909999999996
9815,WINE GROUP INC,31465,Franzia Tap Chard,10.38,15.99,5000.0,20812,216028.5600000012,20846.0,347563.53999996517,181829.66999998965,15634.5,27100.409999999996
1128,BROWN-FORMAN CORP,2062,Woodford Reserve Bourbon,44.11,59.99,1750.0,4886,215521.45999999566,5017.0,314043.8299999888,223516.39999999115,9222.250000000351,68601.68000000001
7245,PROXIMO SPIRITS INC.,8472,1800 Silver Tequila,14.99,20.99,750.0,14375,215481.2500000026,14364.0,331230.3599999756,189127.7999999904,11313.60000000075,38994.78000000001
1392,CONSTELLATION BRANDS INC,28947,R M Woodbridge Merlot Cal,5.91,8.99,1500.0,36313,214609.83000000322,35634.0,357635.65999997134,119032.39000002397,7996.230000000035,79528.99
8352,LUXCO INC,8626,Ezra Brooks,11.67,15.99,1750.0,18389,214599.62999999727,18180.0,326500.1999999705,182883.12999999052,33405.65999999771,10261.599999999997
480,BACARDI USA INC,5315,B & B Liqueur Dom,19.22,28.99,750.0,11165,214591.30000000406,11624.0,307571.7599999852,174993.24999999508,9155.839999999893,89286.26999999999
12546,JIM BEAM BRANDS COMPANY,273,Sauza Extra Gold Tequila,17.31,21.99,1750.0,12365,214038.1499999967,10442.0,235543.57999999222,131726.7200000131,19190.540000000346,123880.96999999999
3960,DIAGEO NORTH AMERICA INC,567,Ketel One Vodka,20.71,28.99,1000.0,10321,213747.9099999985,10206.0,295871.9399999923,134252.69000000932,10716.299999999957,257032.07000000007
3960,DIAGEO NORTH AMERICA INC,3072,Ciroc Peach Vodka,18.24,24.99,750.0,11614,211839.36000000135,11265.0,283914.34999999194,104525.02000000635,8874.120000000006,257032.07000000007
4425,MARTIGNETTI COMPANIES,13665,Josh Cellars Chard,8.96,12.99,750.0,23640,211814.39999999898,23175.0,312371.369999992,104057.8600000035,2592.829999999922,144929.24
3252,E & J GALLO WINERY,33149,Alamos Ridge Malbec Mendoza,4.79,8.99,750.0,43995,210736.05000000136,43685.0,382832.1099999665,101927.57000001449,4894.989999999931,61966.909999999996
3960,DIAGEO NORTH AMERICA INC,2287,Johnnie Walker Double Black,29.22,38.99,750.0,7176,209682.72000000312,6790.0,276954.0999999927,164737.72999999937,5349.799999999888,257032.07000000007
4425,MARTIGNETTI COMPANIES,36770,Yellow Tail Cab Svgn Ausl,6.13,9.99,1500.0,34120,209155.59999999646,33726.0,326204.49999999994,101508.52999999528,7569.740000000134,144929.24
8004,SAZERAC CO INC,5891,Ryans Irish Cream,11.84,15.99,1750.0,17651,208987.83999999924,18252.0,291849.47999998275,161690.8800000009,33539.20999999787,50293.62000000002
8004,SAZERAC CO INC,3612,Taaka Vodka,6.81,9.99,1750.0,30304,206370.23999999152,30650.0,284147.4999999893,106645.45000001887,56313.439999990944,50293.62000000002
9819,TREASURY WINE ESTATES,32648,Beringer Classic Wh Znfdl,5.3,7.99,1500.0,38916,206254.7999999953,38957.0,344974.4299999776,105214.95000001512,8746.090000000302,14836.570000000005
3960,DIAGEO NORTH AMERICA INC,3513,Ciroc Snap Frost Vodka,17.98,24.99,750.0,11424,205403.52000000054,11526.0,290943.739999988,129614.09000001168,9080.470000000045,257032.07000000007
8664,"STOLI GROUP,(USA) LLC",3427,Stolichnaya Blueberi,17.85,24.99,1750.0,11462,204596.7000000024,11516.0,291064.8399999861,171474.32999999687,21163.47000000004,18544.489999999998
4425,MARTIGNETTI COMPANIES,46202,Yellow Tail Pnt Grigio Ausl,6.05,9.99,1500.0,33781,204375.04999999827,33442.0,322375.45999999554,97743.68999999536,7506.900000000114,144929.24
8112,MOET HENNESSY USA INC,8537,Dom Chandon Brut Cuvee,9.39,13.99,750.0,21737,204110.42999999813,20903.0,312343.96999999357,91170.86000000655,2340.119999999927,48347.26
9815,WINE GROUP INC,15393,Cupcake Pnt Grigio,4.51,6.99,750.0,45251,204082.00999999637,44465.0,335460.34999997605,90082.77000001099,4981.879999999902,27100.409999999996
